Date,last price
10/8/2015, 50.25 
10/9/2015, 50.00 
10/12/2015, 50.25 
10/13/2015, 49.75 
10/14/2015, 49.50 
10/15/2015, 49.75 
10/16/2015, 49.75 
10/19/2015, 50.00 
10/20/2015, 49.75 
10/21/2015, 49.75 
10/22/2015, 50.00 
10/26/2015, 49.75 
10/27/2015, 49.75 
10/28/2015, 50.00 
10/29/2015, 50.00 
10/30/2015, 50.00 
11/2/2015, 50.25 
11/3/2015, 50.00 
11/4/2015, 49.75 
11/5/2015, 49.75 
11/6/2015, 49.00 
11/9/2015, 49.00 
11/10/2015, 49.75 
11/11/2015, 50.00 
11/12/2015, 49.50 
11/13/2015, 50.00 
11/16/2015, 49.75 
11/17/2015, 49.25 
11/18/2015, 49.50 
11/19/2015, 49.75 
11/20/2015, 49.25 
11/23/2015, 49.00 
11/24/2015, 48.50 
11/25/2015, 48.00 
11/26/2015, 47.50 
11/27/2015, 47.00 
11/30/2015, 47.00 
12/1/2015, 46.75 
12/2/2015, 44.25 
12/3/2015, 43.00 
12/4/2015, 41.00 
12/8/2015, 41.00 
12/9/2015, 41.75 
12/11/2015, 41.75 
12/14/2015, 41.50 
12/15/2015, 41.75 
12/16/2015, 43.00 
12/17/2015, 42.00 
12/18/2015, 40.25 
12/21/2015, 41.25 
12/22/2015, 41.25 
12/23/2015, 41.00 
12/24/2015, 40.50 
12/25/2015, 40.00 
12/28/2015, 39.50 
12/29/2015, 39.25 
12/30/2015, 39.00 
1/4/2016, 40.25 
1/5/2016, 41.00 
1/6/2016, 40.00 
1/7/2016, 41.50 
1/8/2016, 41.50 
1/11/2016, 43.00 
1/12/2016, 42.50 
1/13/2016, 41.50 
1/14/2016, 41.50 
1/15/2016, 41.75 
1/18/2016, 42.00 
1/19/2016, 40.75 
1/20/2016, 39.75 
1/21/2016, 40.25 
1/22/2016, 41.50 
1/25/2016, 41.00 
1/26/2016, 41.00 
1/27/2016, 40.50 
1/28/2016, 40.75 
1/29/2016, 40.25 
2/1/2016, 42.00 
2/2/2016, 41.75 
2/3/2016, 42.50 
2/4/2016, 42.75 
2/5/2016, 41.00 
2/8/2016, 40.75 
2/9/2016, 41.00 
2/10/2016, 40.75 
2/11/2016, 40.25 
2/12/2016, 41.00 
2/15/2016, 40.50 
2/16/2016, 41.00 
2/17/2016, 40.75 
2/18/2016, 43.00 
2/19/2016, 42.75 
2/23/2016, 42.50 
2/24/2016, 44.00 
2/25/2016, 44.50 
2/26/2016, 43.25 
2/29/2016, 44.75 
3/1/2016, 46.25 
3/2/2016, 47.75 
3/3/2016, 47.50 
3/4/2016, 47.00 
3/7/2016, 45.75 
3/8/2016, 46.50 
3/9/2016, 45.25 
3/10/2016, 46.00 
3/11/2016, 46.25 
3/14/2016, 45.50 
3/15/2016, 44.25 
3/16/2016, 45.25 
3/17/2016, 45.25 
3/18/2016, 45.50 
3/21/2016, 44.75 
3/22/2016, 46.00 
3/23/2016, 45.50 
3/24/2016, 44.50 
3/25/2016, 44.75 
3/28/2016, 44.00 
3/29/2016, 45.75 
3/30/2016, 45.75 
3/31/2016, 45.75 
4/1/2016, 45.75 
4/4/2016, 44.75 
4/5/2016, 44.50 
4/7/2016, 44.50 
4/8/2016, 43.75 
4/11/2016, 44.25 
4/12/2016, 45.25 
4/18/2016, 46.00 
4/19/2016, 46.00 
4/20/2016, 46.25 
4/21/2016, 46.00 
4/22/2016, 46.00 
4/25/2016, 46.00 
4/26/2016, 46.25 
4/27/2016, 45.50 
4/28/2016, 45.75 
4/29/2016, 46.00 
5/3/2016, 46.50 
5/4/2016, 47.00 
5/9/2016, 48.25 
5/10/2016, 47.25 
5/11/2016, 48.00 
5/12/2016, 48.00 
5/13/2016, 49.00 
5/16/2016, 49.00 
5/17/2016, 49.00 
5/18/2016, 48.00 
5/19/2016, 48.00 
5/23/2016, 47.75 
5/24/2016, 48.25 
5/25/2016, 47.75 
5/26/2016, 48.00 
5/27/2016, 49.00 
5/30/2016, 49.75 
5/31/2016, 49.00 
6/1/2016, 49.00 
6/2/2016, 49.50 
6/3/2016, 49.25 
6/6/2016, 50.00 
6/7/2016, 49.75 
6/8/2016, 48.50 
6/9/2016, 48.25 
6/10/2016, 47.50 
6/13/2016, 47.75 
6/14/2016, 48.25 
6/15/2016, 48.00 
6/16/2016, 48.50 
6/17/2016, 48.00 
6/20/2016, 49.00 
6/21/2016, 48.25 
6/22/2016, 49.25 
6/23/2016, 49.00 
6/24/2016, 49.00 
6/27/2016, 49.25 
6/28/2016, 49.50 
6/29/2016, 50.25 
6/30/2016, 51.75 
7/4/2016, 51.25 
7/5/2016, 51.25 
7/6/2016, 51.50 
7/7/2016, 53.00 
7/8/2016, 51.75 
7/11/2016, 52.00 
7/12/2016, 52.50 
7/13/2016, 52.00 
7/14/2016, 51.75 
7/15/2016, 50.75 
7/20/2016, 51.00 
7/21/2016, 51.50 
7/22/2016, 52.25 
7/25/2016, 52.00 
7/26/2016, 52.50 
7/27/2016, 52.00 
7/28/2016, 51.75 
7/29/2016, 52.50 
8/1/2016, 52.25 
8/2/2016, 52.00 
8/3/2016, 52.00 
8/4/2016, 52.00 
8/5/2016, 53.25 
8/8/2016, 53.25 
8/9/2016, 54.75 
8/10/2016, 59.25 
8/11/2016, 59.25 
8/15/2016, 60.25 
8/16/2016, 59.75 
8/17/2016, 60.25 
8/18/2016, 60.25 
8/19/2016, 60.50 
8/22/2016, 59.75 
8/23/2016, 60.75 
8/24/2016, 62.25 
8/25/2016, 62.00 
8/26/2016, 61.75 
8/29/2016, 61.25 
8/30/2016, 62.25 
8/31/2016, 61.75 
9/1/2016, 61.75 
9/2/2016, 60.50 
9/5/2016, 60.50 
9/6/2016, 60.50 
9/7/2016, 59.25 
9/8/2016, 57.50 
9/9/2016, 56.75 
9/12/2016, 58.75 
9/13/2016, 58.75 
9/14/2016, 59.50 
9/15/2016, 58.50 
9/16/2016, 60.25 
9/19/2016, 60.00 
9/20/2016, 59.75 
9/21/2016, 61.75 
9/22/2016, 61.50 
9/23/2016, 61.50 
9/26/2016, 61.50 
9/27/2016, 60.75 
9/28/2016, 61.25 
9/29/2016, 61.50 
9/30/2016, 61.00 
10/3/2016, 62.25 
10/4/2016, 62.50 
10/5/2016, 63.75 
10/6/2016, 64.00 
10/7/2016, 61.50 
10/10/2016, 59.75 
10/11/2016, 59.00 
10/12/2016, 61.75 
10/13/2016, 61.25 
10/14/2016, 61.00 
10/17/2016, 60.50 
10/18/2016, 60.75 
10/19/2016, 60.75 
10/20/2016, 61.50 
10/21/2016, 62.75 
10/25/2016, 61.75 
10/26/2016, 61.00 
10/27/2016, 61.50 
10/28/2016, 60.75 
10/31/2016, 61.50 
11/1/2016, 61.25 
11/2/2016, 60.50 
11/3/2016, 60.75 
11/4/2016, 61.50 
11/7/2016, 61.50 
11/8/2016, 62.00 
11/9/2016, 63.00 
11/10/2016, 61.50 
11/11/2016, 60.50 
11/14/2016, 60.25 
11/15/2016, 61.00 
11/16/2016, 60.50 
11/17/2016, 60.50 
11/18/2016, 61.00 
11/21/2016, 60.25 
11/22/2016, 60.25 
11/23/2016, 60.00 
11/24/2016, 60.50 
11/25/2016, 60.25 
11/28/2016, 60.25 
11/29/2016, 60.25 
11/30/2016, 60.75 
12/1/2016, 60.25 
12/2/2016, 60.00 
12/6/2016, 60.25 
12/7/2016, 60.25 
12/8/2016, 60.00 
12/9/2016, 60.25 
12/13/2016, 60.50 
12/14/2016, 61.50 
12/15/2016, 61.75 
12/16/2016, 62.50 
12/19/2016, 61.75 
12/20/2016, 61.75 
12/21/2016, 61.50 
12/22/2016, 60.75 
12/23/2016, 61.50 
12/26/2016, 61.25 
12/27/2016, 61.00 
12/28/2016, 62.00 
12/29/2016, 62.50 
12/30/2016, 65.00 
1/4/2017, 64.75 
1/5/2017, 63.75 
1/6/2017, 62.00 
1/9/2017, 62.00 
1/10/2017, 61.50 
1/11/2017,
